gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,padj,neglogp,sig
Cse1l,0.6867966029257953,0.0013790499881136675,0.193,0.184,1,0.8877801671478065,0.05169456126433217,FALSE
9930104L06Rik,0.6868368587215468,0.018012353536120566,0.065,0.059,1,0.8877801671478065,0.05169456126433217,FALSE
Kdm4b,0.686867248094451,-0.016466719394335035,0.067,0.073,1,0.8877801671478065,0.05169456126433217,FALSE
Ppp1r2,0.6869184706822437,0.005404878190799933,0.531,0.524,1,0.8877801671478065,0.05169456126433217,FALSE
Rfxap,0.6869412222829645,-0.024963905557173316,0.276,0.277,1,0.8877801671478065,0.05169456126433217,FALSE
Ing5,0.6871068762017196,-0.01926129942785887,0.163,0.172,1,0.8878091162298511,0.05168039985132188,FALSE
Cdc14a,0.6871949830625403,-0.007110693626437528,0.096,0.105,1,0.8878091162298511,0.05168039985132188,FALSE
Tufm,0.6872119972066504,-0.008019814707475148,0.323,0.308,1,0.8878091162298511,0.05168039985132188,FALSE
Heatr1,0.6872253978594918,-0.008421829855977558,0.215,0.227,1,0.8878091162298511,0.05168039985132188,FALSE
Litaf,0.687228450249512,-0.04607867277397526,0.803,0.775,1,0.8878091162298511,0.05168039985132188,FALSE
Med4,0.687336078630084,-0.02864675049018167,0.224,0.231,1,0.8878797279591142,0.051645859695828876,FALSE
Gm11131,0.6874860525422459,-0.0031399046098874728,0.073,0.079,1,0.8880050252533812,0.051584576525860286,FALSE
Tubgcp3,0.6877237537218759,0.013462425774363879,0.128,0.121,1,0.8882436091759967,0.05146790853279057,FALSE
Trip4,0.6880140979478004,0.009091160204872106,0.213,0.2,1,0.8884623140485861,0.05136098895924819,FALSE
Coq2,0.6880196948445307,-9.742675029191794e-4,0.211,0.2,1,0.8884623140485861,0.05136098895924819,FALSE
Zfp53,0.6880705218925208,0.0027759770301672287,0.112,0.119,1,0.8884623140485861,0.05136098895924819,FALSE
E230013L22Rik,0.6881051044612065,0.017805838832737675,0.028,0.024,1,0.8884623140485861,0.05136098895924819,FALSE
Dbp,0.6881757123613489,8.414517521587242e-4,0.057,0.051,1,0.8884850412540191,0.05134987968256681,FALSE
Mier1,0.6883272023620376,0.00469047937059075,0.583,0.557,1,0.8886121816075535,0.05128773749546403,FALSE
Gm26724,0.6886868551956198,-5.351547269676071e-4,0.065,0.071,1,0.888934592447163,0.05113019311786738,FALSE
Rnps1,0.6887319529490499,-0.038381125022646345,0.467,0.468,1,0.888934592447163,0.05113019311786738,FALSE
Klc2,0.6887630205812194,0.008853172704571352,0.059,0.053,1,0.888934592447163,0.05113019311786738,FALSE
Arl6ip4,0.6887890756892825,-0.02773404720168654,0.437,0.439,1,0.888934592447163,0.05113019311786738,FALSE
Fkbpl,0.6889445161948182,-0.006370341569674795,0.112,0.103,1,0.8890666721355978,0.05106566956424922,FALSE
Pip4k2b,0.6890478136328684,-0.01578684252480725,0.187,0.17,1,0.8890666721355978,0.05106566956424922,FALSE
Ick,0.6890863675597163,0.0059531605970504775,0.094,0.087,1,0.8890666721355978,0.05106566956424922,FALSE
Srd5a3,0.6891051909844381,-0.06645088347226047,0.441,0.443,1,0.8890666721355978,0.05106566956424922,FALSE
Usp21,0.689174550401936,0.007101489945143272,0.093,0.085,1,0.8890666721355978,0.05106566956424922,FALSE
Gm43848,0.6892096610028611,0.012547436428075265,0.063,0.057,1,0.8890666721355978,0.05106566956424922,FALSE
Rnaset2a,0.6895778992819108,-0.013969014865078427,0.24,0.229,1,0.8894732395354666,0.05086711345628475,FALSE
Zbtb11,0.6897653760952571,-0.02290848262978304,0.179,0.186,1,0.8896466015780778,0.050782475899020824,FALSE
Atrip,0.6899011339567058,0.004668913238408179,0.096,0.089,1,0.8897532359300071,0.050730423842250384,FALSE
Rbm19,0.6899849444128465,-0.0185891570042723,0.096,0.103,1,0.8897928633826845,0.050711081849324026,FALSE
Ablim1,0.6901255764458696,-0.0018015499600720106,0.132,0.14,1,0.8898568622218037,0.05067984610412115,FALSE
